Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,ClassCategory_0,Machine
1.513845428852207,-3.2272441208365326,-6.136323484860547,5.600487472148936,3.1027354667357843,3.338610420177547,0.6355156971490283,3.5352976780506054,2.6754524349351274,1.431141395478031,4.84725769295967,-0.7480663507460562,0.5900006324690091,2.56298148476943,-1.4401159741729688,3.041741700878899,0.9702774955212453,-2.4274629462542014,-0.2970037197346851,-2.845517382027714,4.152100842046721,0.01369208211292491,-1.6260146378931681,-4.395226357699231,-3.8570827703534984,-5.403008340856898,-2.8829085488960766,2.4032284476175767,-2.321758911722095,2.7942702862114883,0.0,25.0
2.602978844758411,4.8120740139398945,2.48436483045423,0.3168872684948473,-1.2045074310228732,0.9933887484584412,-2.2112892735643617,-0.0733905883242958,0.3920226935365744,2.5045125191639275,-0.6542794203057345,4.615270828027614,-0.684953920804855,2.557886874109999,-1.8533454065434152,0.7665904027375243,2.8365730614602533,-5.094767767151177,1.7916116584545274,5.62140576733336,2.3523015560251492,-2.929361792764352,0.6905413510888916,1.6366524249192713,3.1527853309888774,-4.105828967206228,-0.015156936256198517,5.697637965626032,-1.998078048683762,-2.5207775583418,1.0,25.0
1.610333823618946,0.8310641197695423,0.713447912040921,0.2626428839556147,2.432074777979574,1.7119311983507484,-1.7482529171964476,-2.6882632893026974,2.261009819763112,2.2364628285008012,1.2740095139436645,-7.604558360290153,2.632904868487505,-2.6106734820298843,4.132352301368287,2.8642241929623355,2.171111915386625,-4.131701720963759,-3.754206768081245,-2.7209123715501238,-2.433605678161467,6.049091138492297,-1.0390825425238297,1.5434971729196933,5.278960807837501,-0.11956191339379078,-5.331034908893532,-3.4786765878726023,-0.27010178547869373,2.024931271976751,1.0,25.0
-3.1673014659814553,-0.11605087594065297,4.95998836572745,0.6564378586442623,-1.1938229008059227,3.137213117258402,-3.2251731003694397,-1.2212506368897678,-2.0131783400142362,3.840718347513838,-7.288926663697479,-3.9789222903599617,-1.8479349080833685,1.9203636626150669,-0.6775214214646827,0.541306352816656,-0.5914331211927398,-0.21441803404682966,-0.6437999657360131,3.6383841875490015,-0.45848224873449767,-2.1591697770154323,0.5090754283312128,-0.09683839271095138,2.0619472116333326,1.3389586699097675,-1.0171788423420969,-1.5701993556625196,-0.7050598487558419,-1.3183220969934006,1.0,25.0
-3.3885165893686735,5.720259524487769,-2.7240103594086387,0.9425674032448004,0.8449084420149405,4.737193081059155,0.525299748062024,1.4441302637582185,0.05933290921330176,3.097168719038318,-3.340309054241178,2.403220691266995,3.416887683154465,0.895231318173198,2.135876830462187,0.353335849037944,5.260474382123899,1.2573018438216799,0.6453013743993408,-0.48395298692938604,3.1253440831011075,-1.4232315811118208,5.45097012286715,2.6110608582421646,-2.184045949947811,-2.5443990051004457,0.45723679429732045,1.89891471581431,2.881092669119428,5.783296322344348,0.0,25.0
2.107428640387993,2.435380929124093,1.7141754957820015,-1.961805376138104,-3.3755586733159095,1.1522408366087722,-1.2989819976693924,4.309340816974449,-0.9149658789967872,-1.9893029290725401,1.5038619714112271,1.0424289635446056,2.0137182216100515,3.7860185307911145,3.2240901554207726,-1.9199906620392406,-4.89902452481468,-0.04275719780317186,-0.46904243341589485,-0.8837820364712562,0.40332581549081875,-1.0690901073322152,-5.579942537914348,0.1585668628429293,-0.3759932250614778,-5.1304098950588335,-4.074810633546225,0.49824896669930946,2.797596963658289,0.43545102496145516,0.0,25.0
3.294843317141568,-2.7709673661504053,2.144358088891177,-0.7765949257301935,3.4967960133026312,6.435664765030484,3.228322321789922,0.6972998446821537,1.2145857795867652,-1.9192676979494199,0.36978961508565106,-0.538545334312239,2.385405979838492,-2.411592300416743,4.319674997297808,-1.872933650468721,7.532105580246365,-1.5195220436649775,1.9077927824493726,-3.369718637612532,-2.009489060365614,0.0716936748068033,-2.4694902476277916,3.5164481379874397,-1.7631091997516708,1.0756283327652996,4.749191515501882,-3.0134022984756093,0.28212529608441606,1.1654155060103373,0.0,25.0
0.6845747156920597,0.12980428455771725,-3.121403969525873,-0.11822093371581226,3.7408595036210777,3.0943007696929783,1.6676700928359338,4.759203994809023,6.547624599296995,-0.6959417480707314,3.4189849856065795,-4.2680673399372635,1.2332043036809062,0.5442703214419068,-2.396654484288793,-2.160687432585004,1.4195719978403993,0.5608983712453033,-0.9728380882095874,3.0783999165076557,-4.198155662997892,-3.17751210625384,1.3420311858393432,-0.8473435437584963,-4.403343975144125,-2.584416740347758,2.37805293337332,-2.4526653024084517,2.0294045646206276,2.6396373712315997,1.0,25.0
-7.18683953765449,8.42568269265857,1.8270243961728465,-0.40074663682976536,-2.8086948278515265,0.1522561953728614,-4.039687563467159,-3.8374861182257374,-2.2504920906069636,-3.353230320537546,1.2109587764183534,-3.4460256769803053,6.797978732142011,-0.2692609102487934,3.555945579251632,-2.0283493234774754,3.109365525413455,-0.9771054485934302,-0.1642731832536472,3.965121746754716,4.230420564517821,1.4683043475515558,0.417699821641142,3.1769727240247168,-2.7226366249233154,-6.374430537737013,0.5251222089148114,-2.6373096326279453,-2.1706959810842013,2.6788891056179653,1.0,25.0
1.4249885588598479,5.0919362020416425,-2.270622192264434,2.22135444112141,4.366458307851705,0.7109089978779088,-2.2049424697920568,-3.0641105336274372,-1.8189762805185565,-0.6467750035028546,1.9873946626573304,1.8416928648344897,3.6838777206785225,1.5673405990527114,-0.5826828258464806,2.563502758033065,-4.721008344446945,-0.9948262680140649,-2.516646790556129,1.2269447057868326,-4.011146255814386,3.258728022958899,6.241160314728245,3.5081960419109834,2.481719775473568,-6.0833381134670494,3.216264288684398,-0.18377568368325584,1.3102237520459603,-3.938548288887106,0.0,25.0
